Country code,Service type,Service label,Layer id,Layer name,Min lat,Max lat,Min lon,Max lon
#country +code,#service +type,#service +label,#meta +id,#geo +admin_type,#geo +lat +max,#geo +lat +min,#geo +lon +max,#geo +lon +min
CMR,MapServer,FR,1,Admin1,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,MapServer,FR,2,Admin2 Lines,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,MapServer,FR,3,Admin2,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,MapServer,FR,4,Admin3 Lines,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,MapServer,FR,5,Admin3,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,MapServer,FR,6,Base Map,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,FeatureServer,pcode,0,Admin0,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,FeatureServer,pcode,1,Admin1,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,FeatureServer,pcode,2,Admin2,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,FeatureServer,pcode,3,Admin3,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,FeatureServer,pcode,4,AdminLines,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,MapServer,pcode,0,Admin0,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,MapServer,pcode,1,Admin1,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,MapServer,pcode,2,Admin2,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,MapServer,pcode,3,Admin3,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
CMR,MapServer,pcode,4,AdminLines,1.6546659000000545,13.083333000000039,8.49895280000004,16.192147600000055
COD,MapServer,FR,0,Admin0,-13.455998171999966,5.386098078000032,12.205664554000066,31.305220572000053
COD,MapServer,FR,1,Admin1,-13.455998171999966,5.386098078000032,12.205664554000066,31.305220572000053
COD,MapServer,FR,2,Admin2 Lines,-13.455998170999976,5.386098078000032,12.205664554000066,31.305220572000053
COD,MapServer,FR,3,Admin2,-13.455998171999966,5.386098078000032,12.205664554000066,31.305220572000053
COD,MapServer,FR,4,Base Map,-13.455998171999966,5.386098078000032,12.205664554000066,31.305220572000053
COD,MapServer,FR,5,AdminPoints,-12.876785052999935,4.549331765000034,12.807766080000022,30.769042462000073
COD,MapServer,ISO,0,IgnoreMe,NaN,NaN,NaN,NaN
COD,FeatureServer,pcode,0,Admin0,-13.455998171999966,5.386098078000032,12.205664554000066,31.305220572000053
COD,FeatureServer,pcode,1,Admin1,-13.455998171999966,5.386098078000032,12.205664554000066,31.305220572000053
COD,FeatureServer,pcode,2,Admin2,-13.455998171999966,5.386098078000032,12.205664554000066,31.305220572000053
COD,FeatureServer,pcode,3,AdminLines,-13.455998170999976,5.386098078000032,12.205664554000066,31.305220572000053
COD,FeatureServer,pcode,4,AdminPoints,-12.876785052999935,4.549331765000034,12.807766080000022,30.769042462000073
COD,MapServer,pcode,0,Admin0,-13.455998171999966,5.386098078000032,12.205664554000066,31.305220572000053
COD,MapServer,pcode,1,Admin1,-13.455998171999966,5.386098078000032,12.205664554000066,31.305220572000053
COD,MapServer,pcode,2,Admin2,-13.455998171999966,5.386098078000032,12.205664554000066,31.305220572000053
COD,MapServer,pcode,3,AdminLines,-13.455998170999976,5.386098078000032,12.205664554000066,31.305220572000053
COD,MapServer,pcode,4,AdminPoints,-12.876785052999935,4.549331765000034,12.807766080000022,30.769042462000073
COG,MapServer,FR,0,Admin0,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,MapServer,FR,1,Admin1,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,MapServer,FR,2,Admin2 Lines,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,MapServer,FR,3,Admin2,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,MapServer,FR,4,Base Map,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,FeatureServer,pcode,0,Admin0,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,FeatureServer,pcode,1,Admin1,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,FeatureServer,pcode,2,Admin2,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,FeatureServer,pcode,3,AdminLines,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,FeatureServer,pcode,4,AdminPoints,-4.860299710999925,3.133686848000025,11.428496839000047,18.397310902000072
COG,MapServer,pcode,0,Admin0,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,MapServer,pcode,1,Admin1,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,MapServer,pcode,2,Admin2,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,MapServer,pcode,3,AdminLines,-4.999317454999925,3.7030800000000568,11.201031322000063,18.647213737000072
COG,MapServer,pcode,4,AdminPoints,-4.860299710999925,3.133686848000025,11.428496839000047,18.397310902000072
COL,MapServer,ES,0,National Capital,-4.203168069999947,13.383800691000033,-81.71716973399998,-66.86756939799994
COL,MapServer,ES,1,Department Capitals (Admin1),-4.203168069999947,13.383800691000033,-81.71716973399998,-66.86756939799994
COL,MapServer,ES,2,Municipality Capitals (Admin2),-4.203168069999947,13.383800691000033,-81.71716973399998,-66.86756939799994
COL,MapServer,ES,3,Populated Places,-4.203168069999947,13.383800691000033,-81.71716973399998,-66.86756939799994
COL,MapServer,ES,4,Admin0,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,MapServer,ES,5,Admin1,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,MapServer,ES,6,Admin2 Lines,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,MapServer,ES,7,Admin2,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,MapServer,ES,8,Urban Areas,-4.22759438199995,13.389305438000065,-81.72884193899995,-67.07792194599995
COL,MapServer,ES,9,Base Map,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,FeatureServer,pcode,0,Populated Places,-4.203168069999947,13.383800691000033,-81.71716973399998,-66.86756939799994
COL,FeatureServer,pcode,1,Admin0,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,FeatureServer,pcode,2,Admin1,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,FeatureServer,pcode,3,Admin2,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,FeatureServer,pcode,4,Urban Areas,-4.22759438199995,13.389305438000065,-81.72884193899995,-67.07792194599995
COL,FeatureServer,pcode,5,AdminLines,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,MapServer,pcode,0,Populated Places,-4.203168069999947,13.383800691000033,-81.71716973399998,-66.86756939799994
COL,MapServer,pcode,1,Admin0,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,MapServer,pcode,2,Admin1,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,MapServer,pcode,3,Admin2,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COL,MapServer,pcode,4,Urban Areas,-4.22759438199995,13.389305438000065,-81.72884193899995,-67.07792194599995
COL,MapServer,pcode,5,AdminLines,-4.227847525999948,13.39745939200003,-81.73891612799997,-66.83773907099999
COM,MapServer,EN,0,Admin0,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,EN,1,Admin1,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,EN,2,Admin2 Lines,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,EN,3,Admin2,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,EN,4,Admin3 Lines,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,EN,5,Admin3,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,EN,6,Base Map,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,EN,7,AdminPoints,-12.365172954999935,-11.387701012999969,43.25314700000007,44.520462114000054
COM,FeatureServer,pcode,0,Admin0,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,FeatureServer,pcode,1,Admin1,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,FeatureServer,pcode,2,Admin2,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,FeatureServer,pcode,3,Admin3,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,FeatureServer,pcode,4,AdminLines,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,FeatureServer,pcode,5,AdminPoints,-12.365172954999935,-11.387701012999969,43.25314700000007,44.520462114000054
COM,MapServer,pcode,0,Admin0,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,pcode,1,Admin1,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,pcode,2,Admin2,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,pcode,3,Admin3,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,pcode,4,AdminLines,-12.42277915099993,-11.365275999999938,43.228556000000026,44.54067200000003
COM,MapServer,pcode,5,AdminPoints,-12.365172954999935,-11.387701012999969,43.25314700000007,44.520462114000054
ECU,MapServer,ES,0,Admin0,-5.016157322999959,1.681834608000031,-92.00896662899999,-75.18714655299993
ECU,MapServer,ES,1,Admin1,-5.016157322999959,1.681834608000031,-92.00896662899999,-75.18714655299993
ECU,MapServer,ES,2,Admin2 Lines,-5.016157322999959,1.681834608000031,-92.00896662899999,-75.18714655299993
ECU,MapServer,ES,3,Admin2,-5.016157322999959,1.681834608000031,-92.00896662899999,-75.18714655299993
ECU,MapServer,ES,4,Admin3 Lines,-5.016157322999959,1.681834608000031,-92.00896662899999,-75.18714655299993
ECU,MapServer,ES,5,Admin3,-5.016157322999959,1.681834608000031,-92.00896662899999,-75.18714655299993
ECU,MapServer,ES,6,Base Map,-5.016157322999959,1.681834608000031,-92.00896662899999,-75.18714655299993
ECU,MapServer,ES,7,AdminPoints,-4.949841617999937,1.413254109000036,-91.18747190099998,-75.35000290199997
