Date posted,Base URL for AWS,COD,Base file name,.geojson,.topojson,.kml,.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,ECU,COD_ECU_Admin3,https://itos-humanitarian.s3.amazonaws.com/ECU/COD_ECU_Admin3.geojson,https://itos-humanitarian.s3.amazonaws.com/ECU/COD_ECU_Admin3.topojson,https://itos-humanitarian.s3.amazonaws.com/ECU/COD_ECU_Admin3.kml,https://itos-humanitarian.s3.amazonaws.com/ECU/COD_ECU_Admin3.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,ETH,COD_ETH_Admin0,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,ETH,COD_ETH_Admin1,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,ETH,COD_ETH_Admin2,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,ETH,COD_ETH_Admin3,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin3.geojson,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin3.topojson,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin3.kml,https://itos-humanitarian.s3.amazonaws.com/ETH/COD_ETH_Admin3.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,GTM,COD_GTM_Admin0,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,GTM,COD_GTM_Admin1,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,GTM,COD_GTM_Admin2,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/GTM/COD_GTM_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,IRN,COD_IRN_Admin0,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,IRN,COD_IRN_Admin1,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,IRN,COD_IRN_Admin2,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/IRN/COD_IRN_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,IRQ,COD_IRQ_Admin0,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,IRQ,COD_IRQ_Admin1,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,IRQ,COD_IRQ_Admin2,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,IRQ,COD_IRQ_Admin3,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin3.geojson,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin3.topojson,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin3.kml,https://itos-humanitarian.s3.amazonaws.com/IRQ/COD_IRQ_Admin3.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,LKA,COD_LKA_Admin0,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,LKA,COD_LKA_Admin1,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,LKA,COD_LKA_Admin2,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,LKA,COD_LKA_Admin3,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin3.geojson,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin3.topojson,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin3.kml,https://itos-humanitarian.s3.amazonaws.com/LKA/COD_LKA_Admin3.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,MLI,COD_MLI_Admin0,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,MLI,COD_MLI_Admin1,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,MLI,COD_MLI_Admin2,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,MLI,COD_MLI_Admin3,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin3.geojson,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin3.topojson,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin3.kml,https://itos-humanitarian.s3.amazonaws.com/MLI/COD_MLI_Admin3.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,NGA,COD_NGA_Admin0,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,NGA,COD_NGA_Admin1,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,NGA,COD_NGA_Admin2,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,NGA,COD_NGA_Admin3,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin3.geojson,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin3.topojson,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin3.kml,https://itos-humanitarian.s3.amazonaws.com/NGA/COD_NGA_Admin3.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,NPL,COD_NPL_Admin0,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,NPL,COD_NPL_Admin1,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,NPL,COD_NPL_Admin2,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/NPL/COD_NPL_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,PNG,COD_PNG_Admin0,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,PNG,COD_PNG_Admin1,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,PNG,COD_PNG_Admin2,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,PNG,COD_PNG_Admin3,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin3.geojson,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin3.topojson,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin3.kml,https://itos-humanitarian.s3.amazonaws.com/PNG/COD_PNG_Admin3.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,PRK,COD_PRK_Admin0,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,PRK,COD_PRK_Admin1,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,PRK,COD_PRK_Admin2,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/PRK/COD_PRK_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,SEN,COD_SEN_Admin0,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin0.geojson,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin0.topojson,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin0.kml,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin0.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,SEN,COD_SEN_Admin1,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin1.geojson,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin1.topojson,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin1.kml,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin1.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,SEN,COD_SEN_Admin2,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin2.geojson,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin2.topojson,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin2.kml,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin2.csv
15/10/19,https://itos-humanitarian.s3.amazonaws.com,SEN,COD_SEN_Admin3,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin3.geojson,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin3.topojson,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin3.kml,https://itos-humanitarian.s3.amazonaws.com/SEN/COD_SEN_Admin3.csv
